1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
1161			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
1	previous	instance:	data/A-n46-k7.vrp
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
1590			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
2	previous	instance:	data/A-n60-k9.vrp
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
1016			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
3	previous	instance:	data/B-n35-k5.vrp
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
1371			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
5	previous	instance:	data/B-n68-k9.vrp
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
943			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
9	previous	instance:	data/E-n76-k7.vrp
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
12	previous	instance:	data/M-n101-k10.vrp
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
995			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
12	previous	instance:	data/M-n101-k10.vrp
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
1205			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
13	previous	instance:	data/M-n121-k7.vrp
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
849			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
14	previous	instance:	data/P-n76-k4.vrp
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
984			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
0			
15	previous	instance:	data/P-n101-k4.vrp
